"","lat","lng"
"411",37.5636861,126.9789237
"412",37.5612786,126.9693213
"413",37.565296,127.0143007
"414",37.5650962,126.9837163
"415",37.5585967,126.9732661
"416",37.560174,126.9720786
"417",37.56103,126.9953279
"418",37.5644064,126.9796971
"419",37.5677014,126.9788451
"420",37.5670828,126.9686365
"421",37.5624548,126.9767831
"422",37.5613107,126.9729685
"423",37.5585441,126.9754628
"424",37.5708733,127.0213284
"425",37.5633773,126.9755129
"426",37.5641319,126.9845364
"427",37.5670688,126.9848292
"428",37.5637273,126.9807681
"429",37.5628481,126.9721664
"430",37.5655809,126.9832977
"431",37.5635558,126.9692092
"432",37.5662247,126.9799989
"433",37.5662247,126.9799989
"434",37.5635355,126.998912
"435",37.5608244,126.9830929
"436",37.5602013,126.9829327
"437",37.5631995,126.9822547
"438",37.5525446,127.1437615
"439",37.5291389,127.1237922
"440",37.55504,127.1300647
"441",37.536602,127.133118
"442",37.5227235,127.1339426
"443",37.5378069,127.1273094
"444",37.5389169,127.1252133
"445",37.5386789,127.1400495
"446",37.5530573,127.1724614
"447",37.525401,127.1259345
"448",37.5378216,127.1242994
"449",37.5539649,127.1559881
"450",37.5346536,127.1383951
"451",37.505003,126.883794
"452",37.4833471,126.8965154
"453",37.4961687,126.8448492
"454",37.4856821,126.8955076
"455",37.4858711,126.8915302
"456",37.4844847,126.8945479
"457",37.4815733,126.8934683
"458",37.5084321,126.8887332
"459",37.4831293,126.8988591
"460",37.5084321,126.8887332
"461",37.5684656,127.0511062
"462",37.5915314,127.0520171
"463",37.5953303,127.0592389
"464",37.5766701,127.0255138
"465",37.5907694,127.0561043
"466",37.595688,127.0613927
"467",37.5622228,127.0655129
"468",37.5928812,127.0528085
"469",37.546432,127.0490419
"470",37.5549336,127.0367427
"471",37.543193,127.0569432
"472",37.5649226,127.0279499
"473",37.5627152,127.0338928
"474",37.5574629,127.0347413
"475",37.557121,127.0421163
"476",37.5621482,127.0379421
"477",37.5399389,127.0531674
"478",37.5342727,126.9947897
"479",37.5370671,127.0010864
"480",37.5274163,126.9658935
"481",37.5186054,126.9772713
"482",37.5287967,126.9671806
"483",37.5242567,126.970731
"484",37.5428313,126.9722421
"485",37.5347739,127.0109257
"486",37.5509473,126.9892965
"487",37.5359824,126.9713509
"488",37.534982,126.9975659
"489",37.5333841,127.0056296
"490",37.5445812,126.9671959
"491",37.5289471,126.9917838
"492",37.5442008,126.9719246
"493",37.5280137,126.9653287
"494",37.5210945,126.9690312
"495",37.5909072,127.0937704
"496",37.5930326,127.0747358
"497",37.6083906,127.0954925
"498",37.5841989,127.0866148
"499",37.5968974,127.086455
"500",37.6136975,127.077514
